t,   y,   u
116930.000000,   1.297333,   34.893799,   0.081537
117571.000000,   1.339752,   34.890137,   0.081678
117651.000000,   1.349518,   34.893799,   0.082795
118292.000000,   1.349899,   34.890137,   0.082551
118371.000000,   1.366608,   34.893799,   0.082465
118695.000000,   1.375916,   34.886475,   0.082410
119008.000000,   1.371948,   34.890137,   0.082587
119322.000000,   1.425888,   34.890137,   0.082728
119734.000000,   1.413223,   34.886475,   0.082841
120163.000000,   1.442520,   -0.019531,   0.081226
120481.000000,   1.460678,   -0.026855,   0.066535
120571.000000,   1.447861,   -0.019531,   0.062021
120838.000000,   1.444809,   -0.019531,   0.052180
121246.000000,   1.439087,   -0.015869,   0.042875
121457.000000,   1.418030,   -0.023193,   0.036335
122013.000000,   1.355698,   -0.019531,   0.026475
122732.000000,   1.315643,   -0.023193,   0.022486
123003.000000,   1.290619,   -0.023193,   0.020179
123172.000000,   1.289246,   -0.026855,   0.019559
123522.000000,   1.263840,   -0.023193,   0.016050
123912.000000,   1.227677,   -0.015869,   0.014429
124547.000000,   1.177933,   -0.030518,   0.013001
124866.000000,   1.165878,   -0.026855,   0.012006
125069.000000,   1.150162,   -0.023193,   0.011802
125336.000000,   1.135056,   -0.026855,   0.011051
125741.000000,   1.130478,   -0.026855,   0.010151
126028.000000,   1.095459,   -0.023193,   0.009568
126504.000000,   1.051437,   -0.019531,   0.008536
126852.000000,   1.044953,   -0.026855,   0.008057
127244.000000,   1.041290,   -0.023193,   0.007542
127628.000000,   1.006348,   -0.012207,   0.007120
128351.000000,   0.978348,   -0.019531,   0.006705
128538.000000,   0.986435,   -0.026855,   0.006492
128752.000000,   0.954620,   -0.030518,   0.006190
129396.000000,   0.973007,   -0.026855,   0.005936
129471.000000,   0.956604,   -0.019531,   0.005854
129822.000000,   0.947983,   34.893799,   0.007111
130211.000000,   0.943558,   34.901123,   0.024927
130848.000000,   0.933258,   34.886475,   0.039936
131282.000000,   0.964615,   34.886475,   0.048035
131352.000000,   0.987351,   34.890137,   0.055240
131994.000000,   1.028092,   34.877930,   0.059882
132072.000000,   1.003601,   34.890137,   0.061017
132338.000000,   1.033508,   34.893799,   0.064292
132752.000000,   1.087830,   34.882812,   0.067689
132848.000000,   1.128723,   34.886475,   0.070017
133192.000000,   1.116898,   34.882812,   0.070597
133355.000000,   1.152832,   34.897461,   0.072248
133832.000000,   1.188461,   34.890137,   0.073966
134193.000000,   1.197464,   34.886475,   0.075205
134251.000000,   1.244309,   34.886475,   0.076584
134652.000000,   1.263611,   34.886475,   0.077708
135256.000000,   1.294815,   34.893799,   0.078525
135372.000000,   1.316101,   34.890137,   0.078684
135600.000000,   1.337311,   34.882812,   0.079209
136046.000000,   1.371338,   34.893799,   0.080195
136486.000000,   1.400025,   34.886475,   0.080231
136756.000000,   1.404831,   34.890137,   0.080515
137127.000000,   1.429550,   34.890137,   0.080869
137376.000000,   1.438477,   34.886475,   0.081284
137891.000000,   1.479294,   34.882812,   0.081556
138276.000000,   1.478150,   34.893799,   0.081949
138563.000000,   1.495316,   34.890137,   0.082194
138976.000000,   1.505463,   34.890137,   0.082447
139052.000000,   1.520950,   34.897461,   0.082664
139408.000000,   1.537964,   34.893799,   0.082908
139802.000000,   1.556198,   -0.015869,   0.083198
140191.000000,   1.550018,   -0.023193,   0.081415
140424.000000,   1.569931,   -0.026855,   0.069828
140874.000000,   1.581223,   -0.026855,   0.055897
141180.000000,   1.577789,   -0.026855,   0.047498
141252.000000,   1.537201,   -0.023193,   0.039881
141592.000000,   1.546585,   -0.023193,   0.038135
141757.000000,   1.555969,   -0.023193,   0.033277
142269.000000,   1.493256,   -0.023193,   0.028342
142612.000000,   1.452896,   -0.019531,   0.023810
